#separator:tab
#html:true
#tags:minmaculate pair
#deck:Minmaculate Grid::Pairs
Front	Back
PIT - SEA	<b>Optimal:</b> Jose Guillen, Lance Parrish, Ron Villone<br><b>Twins:</b> J. A. Happ, Terry Mulholland
PIT - SFG	<b>Optimal:</b> Jose Guillen<br><b>Twins:</b> Ron Kline, Terry Mulholland
PIT - STL	<b>Optimal:</b> Octavio Dotel, Ron Villone<br><b>Twins:</b> Bob Miller, Dennys Reyes, J. A. Happ, Ron Kline
PIT - TBD	<b>Optimal:</b> Jose Guillen, Rich Hill<br><b>Twins:</b> Rich Hill
PIT - TEX	<b>Optimal:</b> Matt Stairs<br><b>Twins:</b> Dennys Reyes, Ron Kline
PIT - TOR	<b>Optimal:</b> Lance Parrish, Matt Stairs, Octavio Dotel<br><b>Twins:</b> J. A. Happ, Orlando Merced
PIT - WSN	<b>Optimal:</b> Jose Guillen, Matt Stairs, Ron Villone<br><b>Twins:</b> Orlando Merced
SDP - SEA	<b>Optimal:</b> Fernando Rodney, Jose Cruz, Ron Villone<br><b>Twins:</b> Bill Krueger, Fernando Rodney
SDP - SFG	<b>Optimal:</b> Jose Cruz<br><b>Twins:</b> Jay Jackson
SDP - STL	<b>Optimal:</b> Edwin Jackson, Ron Villone<br><b>Twins:</b> Bob Miller, Dennys Reyes, Pat Neshek
SDP - TBD	<b>Optimal:</b> Edwin Jackson, Fernando Rodney, Jose Cruz, Rich Hill<br><b>Twins:</b> Fernando Rodney, Rich Hill
SDP - TEX	<b>Optimal:</b> Matt Stairs<br><b>Twins:</b> Dennys Reyes
SDP - TOR	<b>Optimal:</b> Edwin Jackson, Jose Cruz, Matt Stairs<br><b>Twins:</b> Jay Jackson
SDP - WSN	<b>Optimal:</b> Edwin Jackson, Fernando Rodney, Matt Stairs, Ron Villone<br><b>Twins:</b> Bill Krueger, Fernando Rodney
SEA - SFG	<b>Optimal:</b> Jose Cruz, Jose Guillen<br><b>Twins:</b> Sergio Romo, Terry Mulholland
SEA - STL	<b>Optimal:</b> Mike Morgan, Ron Villone<br><b>Twins:</b> J. A. Happ, Mike Morgan, Pat Borders, Taylor Motter
SEA - TBD	<b>Optimal:</b> Fernando Rodney, Jose Cruz, Jose Guillen<br><b>Twins:</b> Alex Colome, Fernando Rodney, Logan Morrison, Sergio Romo, Taylor Motter
SEA - TEX	<b>Optimal:</b> Mike Morgan<br><b>Twins:</b> Mike Morgan
SEA - TOR	<b>Optimal:</b> Jose Cruz, Lance Parrish, Mike Morgan<br><b>Twins:</b> J. A. Happ, Mike Morgan, Pat Borders, Sergio Romo
SEA - WSN	<b>Optimal:</b> Fernando Rodney, Jose Guillen, Ron Villone<br><b>Twins:</b> Bill Krueger, Fernando Rodney
SFG - STL	<b>Optimal:</b> Edgar Renteria<br><b>Twins:</b> Ron Kline
SFG - TBD	<b>Optimal:</b> Jose Cruz, Jose Guillen<br><b>Twins:</b> Sergio Romo
SFG - TEX	<b>Optimal:</b> Dennis Cook<br><b>Twins:</b> Ron Kline
SFG - TOR	<b>Optimal:</b> Jose Cruz, LaTroy Hawkins<br><b>Twins:</b> Jay Jackson, LaTroy Hawkins, Sergio Romo
SFG - WSN	<b>Optimal:</b> Jose Guillen<br><b>Twins:</b> Dan Schatzeder, Orlando Cabrera
STL - TBD	<b>Optimal:</b> Edwin Jackson<br><b>Twins:</b> Taylor Motter
STL - TEX	<b>Optimal:</b> Mike Morgan<br><b>Twins:</b> Dennys Reyes, Kyle Lohse, Mike Morgan, Ron Kline
STL - TOR	<b>Optimal:</b> Edwin Jackson, Mike Morgan, Octavio Dotel<br><b>Twins:</b> J. A. Happ, Mike Morgan, Pat Borders
STL - WSN	<b>Optimal:</b> Edwin Jackson, Ron Villone<br><b>Twins:</b> Matt Belisle
TBD - TEX	<b>Optimal:</b> Chase Anderson<br><b>Twins:</b> Carlos Gomez
TBD - TOR	<b>Optimal:</b> Chase Anderson, Edwin Jackson, Jose Cruz<br><b>Twins:</b> Sergio Romo
TBD - WSN	<b>Optimal:</b> Edwin Jackson, Fernando Rodney, Jose Guillen<br><b>Twins:</b> Fernando Rodney
TEX - TOR	<b>Optimal:</b> Chase Anderson, Matt Stairs, Mike Morgan<br><b>Twins:</b> Mike Morgan
TEX - WSN	<b>Optimal:</b> Bruce Chen, Matt Stairs<br><b>Twins:</b> Sandy Leon
TOR - WSN	<b>Optimal:</b> Edwin Jackson, Matt Stairs<br><b>Twins:</b> Orlando Merced
